sample	region	gene	qv1	qv2	qv_sum	qv_fraction	error_rate1	error_rate2	avg_error_rate	condition
HG04036	chr8_39674918_39885960	ADAM2	36.3453	30.6441	66.9894	0.97	0.000231990392674858	0.000862164228779135	0.000547077310726997	SVs-30X
HG04217	chr8_39674918_39885960	ADAM2	30.1269	30.5499	60.6768	0.96	0.000971202965900549	0.000881069160141589	0.000926136063021069	SVs-30X
NA12329	chr8_39674918_39885960	ADAM2	27.798	34.8561	62.6541	0.96	0.00166035135145851	0.000326881242441856	0.000993616296950183	SVs-30X
NA18534	chr8_39674918_39885960	ADAM2	33.8995	38.6228	72.5223	1	0.00040742718189182	0.000137315638292508	0.000272371410092164	SVs-30X
NA18939	chr8_39674918_39885960	ADAM2	33.6052	34.0526	67.6578	1	0.000435993485296075	0.000393314538507871	0.000414654011901973	SVs-30X
NA18989	chr8_39674918_39885960	ADAM2	39.626	35.1141	74.7401	1	0.000108993349702707	0.000308027860968991	0.000208510605335849	SVs-30X
NA19036	chr8_39674918_39885960	ADAM2	23.692	41.7823	65.4743	0.97	0.0042736603149693	6.63391648738743e-05	0.00216999973992159	SVs-30X
NA19129	chr8_39674918_39885960	ADAM2	35.4633	26.6893	62.1526	0.94	0.000284230055586737	0.00214323602211374	0.00121373303885024	SVs-30X
NA19238	chr8_39674918_39885960	ADAM2	31.122	40.0211	71.1431	0.99	0.000772324834457224	9.95153328653634e-05	0.000435920083661294	SVs-30X
NA19239	chr8_39674918_39885960	ADAM2	31.7822	42.1033	73.8855	1	0.000663406924071818	6.16126658208499e-05	0.000362509794946334	SVs-30X
NA19240	chr8_39674918_39885960	ADAM2	31.1487	26.175	57.3237	0.9	0.000767591222710266	0.00241268153259163	0.00159013637765095	SVs-30X
NA19317	chr8_39674918_39885960	ADAM2	31.1489	13.1275	44.2764	1	0.000767555874642053	0.048668728479221	0.0247181421769316	SVs-30X
NA19347	chr8_39674918_39885960	ADAM2	23.245	29.8995	53.1445	0.9	0.00473696308174633	0.00102341081002225	0.00288018694588429	SVs-30X
NA19384	chr8_39674918_39885960	ADAM2	38.6192	41.782	80.4012	0.93	0.000137429510621155	6.63437475793172e-05	0.000101886629100236	SVs-30X
NA19434	chr8_39674918_39885960	ADAM2	31.0181	29.788	60.8061	0.99	0.000791024618594436	0.00105002587211088	0.00092052524535266	SVs-30X
NA19650	chr8_39674918_39885960	ADAM2	34.7342	44.2125	78.9467	1	0.000336186291147039	3.79096696550681e-05	0.000187047980401054	SVs-30X
NA19705	chr8_39674918_39885960	ADAM2	32.7971	27.0548	59.8519	0.98	0.000525158017290975	0.00197024393821402	0.0012477009777525	SVs-30X
NA19836	chr8_39674918_39885960	ADAM2	33.2433	32.3808	65.6241	1	0.00047388176790022	0.00057798956798585	0.000525935667943035	SVs-30X
NA19983	chr8_39674918_39885960	ADAM2	32.7594	26.2798	59.0392	0.96	0.000529736624655702	0.00235515774042078	0.00144244718253824	SVs-30X
NA20355	chr8_39674918_39885960	ADAM2	31.4829	39.4413	70.9242	1	0.00071073875958541	0.000113728680391337	0.000412233719988373	SVs-30X
NA20509	chr8_39674918_39885960	ADAM2	38.4755	34.6703	73.1458	0.99	0.000142052865903973	0.000341169343664582	0.000241611104784277	SVs-30X
NA20847	chr8_39674918_39885960	ADAM2	38.3307	30.4122	68.7429	0.99	0.000146868953378121	0.000909452455757567	0.000528160704567844	SVs-30X
NA24385	chr8_39674918_39885960	ADAM2	37.9291	40.2364	78.1655	0.98	0.000161097944814222	9.47021851517304e-05	0.000127900064982976	SVs-30X
HG00096	chr7_87878872_88088988	ADAM22	40.4386	38.1741	78.6127	1	9.03940822852757e-05	0.000152261463566667	0.000121327772925971	SVs-30X
HG00171	chr7_87878872_88088988	ADAM22	35.9022	41.7638	77.666	1	0.000256909403040747	6.66223580246706e-05	0.000161765880532709	SVs-30X
HG00268	chr7_87878872_88088988	ADAM22	35.7436	39.2455	74.9891	0.99	0.000266464893966015	0.00011897343480462	0.000192719164385318	SVs-30X
HG00358	chr7_87878872_88088988	ADAM22	34.5931	36.6936	71.2867	1	0.000347288178167906	0.000214111502947113	0.00028069984055751	SVs-30X
HG00512	chr7_87878872_88088988	ADAM22	32.0864	34.3045	66.3909	0.94	0.00061852890525073	0.000371150457308781	0.000494839681279755	SVs-30X
HG00513	chr7_87878872_88088988	ADAM22	33.448	38.9124	72.3604	0.99	0.000452064079648501	0.000128457658050707	0.000290260868849604	SVs-30X
HG00514	chr7_87878872_88088988	ADAM22	33.3576	37.0975	70.4551	0.99	0.000461572578526967	0.000195096734365598	0.000328334656446282	SVs-30X
HG00731	chr7_87878872_88088988	ADAM22	53.2248	43.2248	96.4496	1	4.75904706705851e-06	4.75904706705851e-05	2.61747588688218e-05	SVs-30X
HG00732	chr7_87878872_88088988	ADAM22	36.2369	48.4537	84.6906	1	0.000237853748415763	1.42767712145733e-05	0.000126065259815168	SVs-30X
HG00864	chr7_87878872_88088988	ADAM22	36.413	35.8225	72.2355	0.98	0.000228402051284046	0.000261667629463626	0.000245034840373836	SVs-30X
HG01114	chr7_87878872_88088988	ADAM22	35.9026	38.3116	74.2142	1	0.000256885741899932	0.000147516296303296	0.000202201019101614	SVs-30X
HG01352	chr7_87878872_88088988	ADAM22	36.8914	36.9927	73.8841	0.99	0.000204578504723567	0.00019986189459595	0.000202220199659758	SVs-30X
HG01457	chr7_87878872_88088988	ADAM22	32.3276	31.1045	63.4321	0.93	0.000585113340398526	0.000775443214419943	0.000680278277409234	SVs-30X
HG01505	chr7_87878872_88088988	ADAM22	47.2048	35.6666	82.8714	0.99	1.903355888336e-05	0.000271231421457432	0.000145132490170396	SVs-30X
HG01573	chr7_87878872_88088988	ADAM22	32.0204	31.8905	63.9109	0.96	0.000628000515164576	0.000647068114990271	0.000637534315077423	SVs-30X
HG01596	chr7_87878872_88088988	ADAM22	36.6939	37.2047	73.8986	1	0.000214096713159293	0.000190339971522953	0.000202218342341123	SVs-30X
HG01890	chr7_87878872_88088988	ADAM22	40.6747	39.6082	80.2829	0.93	8.56110847719863e-05	0.000109440986721766	9.75260357468759e-05	SVs-30X
HG02011	chr7_87878872_88088988	ADAM22	36.5065	40.4371	76.9436	0.98	0.000223537299489502	9.04253086875288e-05	0.000156981304088515	SVs-30X
HG02018	chr7_87878872_88088988	ADAM22	36.3246	38.6014	74.926	1	0.000233098779730618	0.000137993935300578	0.000185546357515598	SVs-30X
HG02059	chr7_87878872_88088988	ADAM22	29.3359	29.7249	59.0608	0.98	0.00116522555302599	0.00106539339497463	0.00111530947400031	SVs-30X
HG02106	chr7_87878872_88088988	ADAM22	41.4641	34.7744	76.2385	1	7.13822117050773e-05	0.000333088777045248	0.000202235494375162	SVs-30X
HG02282	chr7_87878872_88088988	ADAM22	19.2328	30.1081	49.3409	1	0.0119321855998381	0.000975416280391853	0.00645380094011495	SVs-30X
HG02492	chr7_87878872_88088988	ADAM22	34.9648	37.2046	72.1694	0.97	0.000318801238571136	0.000190344354313222	0.000254572796442179	SVs-30X
HG02554	chr7_87878872_88088988	ADAM22	31.7643	39.4242	71.1885	0.99	0.000666146882837625	0.000114177360771972	0.000390162121804798	SVs-30X
HG02587	chr7_87878872_88088988	ADAM22	30.7464	40.6728	71.4192	0.96	0.000842092889005091	8.5648547059541e-05	0.000463870718032316	SVs-30X
HG02666	chr7_87878872_88088988	ADAM22	40.0024	40.6727	80.6751	0.99	9.99447532244224e-05	8.56505192129233e-05	9.27976362186728e-05	SVs-30X
HG02769	chr7_87878872_88088988	ADAM22	43.6822	37.6626	81.3448	1	4.28331486097842e-05	0.000171293151613338	0.000107063150111561	SVs-30X
HG02953	chr7_87878872_88088988	ADAM22	38.1762	33.5874	71.7636	0.98	0.000152187856419195	0.000437784115867751	0.000294985986143473	SVs-30X
HG03009	chr7_87878872_88088988	ADAM22	38.3125	35.3017	73.6142	1	0.000147485729276413	0.000295005423297302	0.000221245576286857	SVs-30X
HG03065	chr7_87878872_88088988	ADAM22	33.0972	36.0651	69.1623	1	0.000490094693257552	0.000247451448287621	0.000368773070772586	SVs-30X
HG03248	chr7_87878872_88088988	ADAM22	42.0865	48.4533	90.5398	1	6.18514663260329e-05	1.42780862143533e-05	3.80647762701931e-05	SVs-30X
HG03371	chr7_87878872_88088988	ADAM22	41.1862	42.8114	83.9976	1	7.60991840137155e-05	5.23431674949978e-05	6.42211757543567e-05	SVs-30X
HG03452	chr7_87878872_88088988	ADAM22	36.3243	46.2354	82.5597	1	0.000233114882180032	2.37935914378818e-05	0.000128454236808957	SVs-30X
HG03456	chr7_87878872_88088988	ADAM22	33.3142	38.6022	71.9164	0.94	0.000466208298834979	0.000137968518219381	0.00030208840852718	SVs-30X
HG03520	chr7_87878872_88088988	ADAM22	31.5822	29.7235	61.3057	0.99	0.000694672329170237	0.00106573689258985	0.000880204610880044	SVs-30X
HG03683	chr7_87878872_88088988	ADAM22	36.6943	37.3142	74.0085	0.99	0.000214076995031353	0.000185600866737753	0.000199838930884553	SVs-30X
HG03732	chr7_87878872_88088988	ADAM22	36.5982	34.3052	70.9034	0.94	0.000218866856319842	0.000371090639743918	0.00029497874803188	SVs-30X
HG04217	chr7_87878872_88088988	ADAM22	32.6195	35.9838	68.6033	0.97	0.000547078944059479	0.000252127373708039	0.000399603158883759	SVs-30X
NA12329	chr7_87878872_88088988	ADAM22	35.5176	17.1071	52.6247	1	0.000280698440632718	0.0194665952899325	0.00987364686528261	SVs-30X
NA18939	chr7_87878872_88088988	ADAM22	36.7908	37.205	73.9958	0.96	0.000209372674160767	0.000190326823757635	0.000199849748959201	SVs-30X
NA18989	chr7_87878872_88088988	ADAM22	35.7447	35.4433	71.188	0.98	0.000266397411122358	0.000285542001914142	0.00027596970651825	SVs-30X
NA19036	chr7_87878872_88088988	ADAM22	33.8809	31.9235	65.8044	0.98	0.000409175856342849	0.000642169980863113	0.000525672918602981	SVs-30X
NA19129	chr7_87878872_88088988	ADAM22	31.6119	36.9938	68.6057	1	0.000689937896068296	0.000199811279114168	0.000444874587591232	SVs-30X
NA19238	chr7_87878872_88088988	ADAM22	30.2811	33.5416	63.8227	0.99	0.000937324567203934	0.000442425346812721	0.000689874957008328	SVs-30X
NA19239	chr7_87878872_88088988	ADAM22	44.1953	46.2365	90.4318	1	3.80601065702918e-05	2.37875656564472e-05	3.09238361133695e-05	SVs-30X
NA19240	chr7_87878872_88088988	ADAM22	33.636	42.8123	76.4483	1	0.000432912374502826	5.23323214051212e-05	0.000242622347953974	SVs-30X
NA19317	chr7_87878872_88088988	ADAM22	33.5882	37.2056	70.7938	0.99	0.00043770348048044	0.000190300530951489	0.000314002005715965	SVs-30X
NA19331	chr7_87878872_88088988	ADAM22	35.9846	38.3115	74.2961	1	0.000252080934406809	0.00014751969303065	0.00019980031371873	SVs-30X
NA19347	chr7_87878872_88088988	ADAM22	32.6565	29.9641	62.6206	0.97	0.000542437867568687	0.00100830054051632	0.000775369204042501	SVs-30X
NA19384	chr7_87878872_88088988	ADAM22	27.4403	27.1635	54.6038	0.98	0.00180289319710803	0.00192154252442805	0.00186221786076804	SVs-30X
NA19434	chr7_87878872_88088988	ADAM22	36.5999	34.7748	71.3747	0.97	0.000218781199960255	0.0003330580998479	0.000275919649904077	SVs-30X
NA19650	chr7_87878872_88088988	ADAM22	32.9321	33.3579	66.29	0.98	0.000509084647280938	0.000461540695324026	0.000485312671302482	SVs-30X
NA19705	chr7_87878872_88088988	ADAM22	31.4072	38.3128	69.72	0.98	0.000723235940764014	0.000147475541675034	0.000435355741219524	SVs-30X
NA19836	chr7_87878872_88088988	ADAM22	34.0366	28.5726	62.6092	0.99	0.000394766235299374	0.00138912075435471	0.00089194349482704	SVs-30X
NA19983	chr7_87878872_88088988	ADAM22	34.9005	33.3134	68.2139	0.86	0.00032355640397759	0.000466294185487519	0.000394925294732554	SVs-30X
NA20355	chr7_87878872_88088988	ADAM22	36.0653	36.0652	72.1305	0.99	0.000247440052989688	0.000247445750573059	0.000247442901781373	SVs-30X
NA20509	chr7_87878872_88088988	ADAM22	34.9654	38.9116	73.877	1	0.000318757197594675	0.000128481323005343	0.000223619260300009	SVs-30X
NA20847	chr7_87878872_88088988	ADAM22	36.3233	38.6009	74.9242	0.98	0.000233168565045529	0.000138009823354067	0.000185589194199798	SVs-30X
NA24385	chr7_87878872_88088988	ADAM22	33.4028	17.0898	50.4926	0.9	0.000456793588946669	0.0195442945850572	0.0100005440870019	SVs-30X
HG00096	chr19_1402573_1612581	ADAMTSL5	20.3385	27.6438	47.9823	0.85	0.00925017608534071	0.00172036262933312	0.00548526935733692	SVs-30X
HG00268	chr19_1402573_1612581	ADAMTSL5	27.2449	22.5671	49.812	0.87	0.0018858623925768	0.00553719731966418	0.00371152985612049	SVs-30X
HG00358	chr19_1402573_1612581	ADAMTSL5	29.8216	22.6153	52.4369	0.88	0.00104193349618874	0.00547608272216018	0.00325900810917446	SVs-30X
HG00732	chr19_1402573_1612581	ADAMTSL5	43.239	25.4484	68.6874	0.98	4.74351196085696e-05	0.00285206881495604	0.0014497519672823	SVs-30X
HG01352	chr19_1402573_1612581	ADAMTSL5	26.301	23.068	49.369	0.96	0.00234368909882699	0.00493400971187958	0.00363884940535329	SVs-30X
HG01457	chr19_1402573_1612581	ADAMTSL5	26.476	24.4083	50.8843	0.93	0.00225112701591288	0.00362384822378429	0.00293748761984859	SVs-30X
HG01596	chr19_1402573_1612581	ADAMTSL5	27.4712	23.9631	51.4343	0.95	0.00179011115970136	0.00401504114348507	0.00290257615159321	SVs-30X
HG01890	chr19_1402573_1612581	ADAMTSL5	44.7949	25.3637	70.1586	0.98	3.3152020325874e-05	0.00290823836978635	0.00147069519505611	SVs-30X
HG02059	chr19_1402573_1612581	ADAMTSL5	28.9142	25.9608	54.875	0.98	0.00128404427838576	0.00253466168555498	0.00190935298197037	SVs-30X
HG02282	chr19_1402573_1612581	ADAMTSL5	28.5153	26.3609	54.8762	0.99	0.0014075699935134	0.00231158570448562	0.00185957784899951	SVs-30X
HG02492	chr19_1402573_1612581	ADAMTSL5	28.6716	28.9332	57.6048	1	0.00135781311758982	0.00127843896838734	0.00131812604298858	SVs-30X
HG02666	chr19_1402573_1612581	ADAMTSL5	24.3514	27.3203	51.6717	0.97	0.00367163921754502	0.0018534035904084	0.00276252140397671	SVs-30X
HG03009	chr19_1402573_1612581	ADAMTSL5	30.791	28.8165	59.6075	1	0.0008334892445316	0.00131325783343342	0.00107337353898251	SVs-30X
HG03248	chr19_1402573_1612581	ADAMTSL5	25.5978	22.0849	47.6827	0.91	0.00275562426289183	0.00618742574463493	0.00447152500376338	SVs-30X
HG03371	chr19_1402573_1612581	ADAMTSL5	26.4803	21.8982	48.3785	0.99	0.00224889925201331	0.00645921885782584	0.00435405905491958	SVs-30X
HG03520	chr19_1402573_1612581	ADAMTSL5	30.5897	29.5088	60.0985	1	0.000873031673196726	0.0011197472383221	0.000996389455759411	SVs-30X
HG03732	chr19_1402573_1612581	ADAMTSL5	25.47	26.0758	51.5458	0.97	0.00283791902844156	0.00246842536226876	0.00265317219535516	SVs-30X
HG03807	chr19_1402573_1612581	ADAMTSL5	26.2323	29.4749	55.7072	0.97	0.0023810581399265	0.00112852192240615	0.00175479003116633	SVs-30X
HG04036	chr19_1402573_1612581	ADAMTSL5	24.4793	28.3331	52.8124	0.92	0.00356508591191303	0.00146787813017055	0.00251648202104179	SVs-30X
HG04217	chr19_1402573_1612581	ADAMTSL5	23.5255	27.7179	51.2434	0.91	0.00444068533143234	0.00169125852995811	0.00306597193069522	SVs-30X
NA18989	chr19_1402573_1612581	ADAMTSL5	29.3358	28.2211	57.5569	0.99	0.00116525238364477	0.00150622551450244	0.00133573894907361	SVs-30X
NA19238	chr19_1402573_1612581	ADAMTSL5	25.4771	19.2049	44.682	0.88	0.00283328328827464	0.0120090872464159	0.00742118526734529	SVs-30X
NA19239	chr19_1402573_1612581	ADAMTSL5	28.6323	20.0231	48.6554	0.88	0.00137015594683543	0.00994695149117508	0.00565855371900526	SVs-30X
NA19240	chr19_1402573_1612581	ADAMTSL5	25.4916	20.0231	45.5147	0.86	0.0028238394423575	0.00994695149117508	0.00638539546676629	SVs-30X
NA19317	chr19_1402573_1612581	ADAMTSL5	29.5478	24.6614	54.2092	0.99	0.00110973683086708	0.00341869219133271	0.0022642145110999	SVs-30X
NA19331	chr19_1402573_1612581	ADAMTSL5	25.5535	24.9013	50.4548	0.99	0.00278387672478071	0.00323496808174532	0.00300942240326301	SVs-30X
NA19347	chr19_1402573_1612581	ADAMTSL5	22.8317	23.8418	46.6735	0.95	0.00520990734850565	0.0041287634359848	0.00466933539224523	SVs-30X
NA19384	chr19_1402573_1612581	ADAMTSL5	23.8369	24.0231	47.86	0.95	0.00413342441118059	0.0039599527137846	0.0040466885624826	SVs-30X
NA19650	chr19_1402573_1612581	ADAMTSL5	25.3859	26.0086	51.3945	0.87	0.00289341014585518	0.00250691725743308	0.00270016370164413	SVs-30X
NA19705	chr19_1402573_1612581	ADAMTSL5	20.3971	26.44	46.8371	0.85	0.00912620037672635	0.00226986485188382	0.00569803261430509	SVs-30X
NA19836	chr19_1402573_1612581	ADAMTSL5	26.4893	19.9217	46.411	0.87	0.00224424362396634	0.0101819274921188	0.00621308555804256	SVs-30X
NA19983	chr19_1402573_1612581	ADAMTSL5	26.3163	22.1291	48.4454	0.89	0.00233544691409556	0.00612477303874021	0.00423010997641789	SVs-30X
NA20509	chr19_1402573_1612581	ADAMTSL5	25.2185	31.2548	56.4733	0.97	0.00300711474392279	0.000749065853473833	0.00187809029869831	SVs-30X
NA24385	chr19_1402573_1612581	ADAMTSL5	26.5347	26.4422	52.9769	0.94	0.00222090509284091	0.00226871530053815	0.00224481019668953	SVs-30X
HG00096	chr3_100516042_100827313	ADGRG7	35.7904	35.0643	70.8547	0.97	0.000263608858191312	0.000311580306362083	0.000287594582276697	SVs-30X
HG00358	chr3_100516042_100827313	ADGRG7	22.7603	35.3426	58.1029	0.99	0.00529626857300822	0.000292240229324358	0.00279425440116629	SVs-30X
HG00513	chr3_100516042_100827313	ADGRG7	37.3729	36.2997	73.6726	0.99	0.000183109130342166	0.000234439075450278	0.000208774102896222	SVs-30X
HG00514	chr3_100516042_100827313	ADGRG7	32.1231	35.1547	67.2778	0.97	0.000613324057321717	0.000305161682008248	0.000459242869664983	SVs-30X
HG00731	chr3_100516042_100827313	ADGRG7	54.9317	43.4718	98.4035	1	3.21240283124999e-06	4.49593475369859e-05	2.4085875184118e-05	SVs-30X
HG00864	chr3_100516042_100827313	ADGRG7	34.5586	36.7993	71.3579	0.98	0.000350057994206468	0.000208963291274353	0.00027951064274041	SVs-30X
HG01114	chr3_100516042_100827313	ADGRG7	35.202	37.0144	72.2164	0.99	0.00030185613014198	0.000198865753461069	0.000250360941801525	SVs-30X
HG01352	chr3_100516042_100827313	ADGRG7	39.1278	38.2131	77.3409	1	0.0001222418742446	0.000150900264147874	0.000136571069196237	SVs-30X
HG01457	chr3_100516042_100827313	ADGRG7	35.071	36.743	71.814	1	0.000311099992042456	0.000211689832851074	0.000261394912446765	SVs-30X
HG01505	chr3_100516042_100827313	ADGRG7	31.9892	34.932	66.9212	0.97	0.000632528356674553	0.000321218093398798	0.000476873225036676	SVs-30X
HG01573	chr3_100516042_100827313	ADGRG7	42.1439	43.7885	85.9324	1	6.10393640229688e-05	4.17974705067595e-05	5.14184172648642e-05	SVs-30X
HG01596	chr3_100516042_100827313	ADGRG7	35.9023	35.4398	71.3421	1	0.000256903487551235	0.000285772214331287	0.000271337850941261	SVs-30X
HG01890	chr3_100516042_100827313	ADGRG7	51.9166	36.5496	88.4662	0.99	6.43191060993387e-06	0.000221329855254832	0.000113880882932383	SVs-30X
HG02011	chr3_100516042_100827313	ADGRG7	37.3035	37.5281	74.8316	1	0.000186058707626802	0.000176681061566765	0.000181369884596783	SVs-30X
HG02018	chr3_100516042_100827313	ADGRG7	36.1248	32.3089	68.4337	1	0.000244073146529168	0.000587638173240757	0.000415855659884963	SVs-30X
HG02059	chr3_100516042_100827313	ADGRG7	35.4871	37.0092	72.4963	1	0.000282676691753898	0.00019910400683436	0.000240890349294129	SVs-30X
HG02282	chr3_100516042_100827313	ADGRG7	43.4657	42.8859	86.3516	0.99	4.5022540767765e-05	5.14529168717198e-05	4.82377288197424e-05	SVs-30X
HG02492	chr3_100516042_100827313	ADGRG7	40.4603	42.6287	83.089	1	8.99435448584383e-05	5.45921250553223e-05	7.22678349568803e-05	SVs-30X
HG02554	chr3_100516042_100827313	ADGRG7	40.1664	34.8888	75.0552	1	9.62409718724445e-05	0.000324429248079879	0.000210335109976162	SVs-30X
HG02587	chr3_100516042_100827313	ADGRG7	27.5451	39.3745	66.9196	1	0.00175990813995244	0.00011549149415321	0.000937699817052826	SVs-30X
HG02666	chr3_100516042_100827313	ADGRG7	36.9346	41.9169	78.8515	1	0.00020255361570083	6.43146632463444e-05	0.000133434139473587	SVs-30X
HG02769	chr3_100516042_100827313	ADGRG7	37.0748	38.0297	75.1045	1	0.000196119148960224	0.000157409159510601	0.000176764154235413	SVs-30X
HG02953	chr3_100516042_100827313	ADGRG7	31.8108	34.8889	66.6997	1	0.000659052482108437	0.000324421777906379	0.000491737130007408	SVs-30X
HG03009	chr3_100516042_100827313	ADGRG7	35.7423	38.7056	74.4479	0.98	0.000266544668457155	0.00013472245865317	0.000200633563555162	SVs-30X
HG03065	chr3_100516042_100827313	ADGRG7	27.359	33.3246	60.6836	1	0.00183696127061899	0.000465093210861733	0.00115102724074036	SVs-30X
HG03248	chr3_100516042_100827313	ADGRG7	36.6714	43.4697	80.1411	1	0.000215208787172956	4.49810925658091e-05	0.000130094939869383	SVs-30X
HG03371	chr3_100516042_100827313	ADGRG7	27.7806	27.67	55.4506	1	0.00166701688974689	0.00171001531509029	0.00168851610241859	SVs-30X
HG03452	chr3_100516042_100827313	ADGRG7	40.1618	46.4796	86.6414	1	9.63429632694973e-05	2.24926176095983e-05	5.94177904395478e-05	SVs-30X
HG03456	chr3_100516042_100827313	ADGRG7	35.5876	36.1242	71.7118	1	0.000276210382952426	0.000244106868809895	0.00026015862588116	SVs-30X
HG03520	chr3_100516042_100827313	ADGRG7	47.146	42.8902	90.0362	1	1.92930104705785e-05	5.14019979542514e-05	3.53475042124149e-05	SVs-30X
HG03683	chr3_100516042_100827313	ADGRG7	36.355	41.1294	77.4844	0.99	0.000231472818601525	7.71009980671982e-05	0.000154286908334361	SVs-30X
HG03732	chr3_100516042_100827313	ADGRG7	36.118	36.7327	72.8507	0.99	0.000244455605318343	0.000212192485545839	0.000228324045432091	SVs-30X
HG03807	chr3_100516042_100827313	ADGRG7	35.5761	35.8408	71.4169	1	0.00027694274976508	0.000260567352298723	0.000268755051031901	SVs-30X
HG04036	chr3_100516042_100827313	ADGRG7	37.2989	33.385	70.6839	0.99	0.000186255883394622	0.000458669645798202	0.000322462764596412	SVs-30X
HG04217	chr3_100516042_100827313	ADGRG7	27.0667	27.449	54.5157	0.79	0.00196485270913373	0.00179928516815494	0.00188206893864434	SVs-30X
NA12329	chr3_100516042_100827313	ADGRG7	29.8241	26.7304	56.5545	0.81	0.00104133388365361	0.00212304891296384	0.00158219139830873	SVs-30X
NA18534	chr3_100516042_100827313	ADGRG7	36.3523	36.8038	73.1561	0.98	0.000231616769526504	0.000208746883318942	0.000220181826422723	SVs-30X
NA18939	chr3_100516042_100827313	ADGRG7	35.9521	37.6041	73.5562	0.99	0.000253974433332512	0.000173616101485645	0.000213795267409078	SVs-30X
NA18989	chr3_100516042_100827313	ADGRG7	43.7885	35.3906	79.1791	1	4.17974705067595e-05	0.000289028054776682	0.000165412762641721	SVs-30X
NA19036	chr3_100516042_100827313	ADGRG7	24.4794	40.7817	65.2611	0.99	0.00356500382372135	8.35275994241387e-05	0.00182426571157274	SVs-30X
NA19129	chr3_100516042_100827313	ADGRG7	36.8087	38.0296	74.8383	1	0.000208511493978637	0.000157412784032172	0.000182962139005404	SVs-30X
NA19238	chr3_100516042_100827313	ADGRG7	36.1821	34.7616	70.9437	1	0.000240874041778937	0.00033407194070047	0.000287472991239703	SVs-30X
NA19239	chr3_100516042_100827313	ADGRG7	36.7369	38.9069	75.6438	1	0.000211987376414177	0.000128620442684634	0.000170303909549406	SVs-30X
NA19240	chr3_100516042_100827313	ADGRG7	36.2404	38.7997	75.0401	1	0.000237662138162548	0.00013183478036511	0.000184748459263829	SVs-30X
NA19317	chr3_100516042_100827313	ADGRG7	36.3046	28.7317	65.0363	0.99	0.000234174714812004	0.00133915238772155	0.000786663551266774	SVs-30X
NA19331	chr3_100516042_100827313	ADGRG7	27.2421	27.0662	54.3083	0.99	0.00188707864502526	0.00196507893418394	0.0019260787896046	SVs-30X
NA19347	chr3_100516042_100827313	ADGRG7	38.5926	34.6788	73.2714	1	0.000138273832424011	0.000340502260955603	0.000239388046689807	SVs-30X
NA19384	chr3_100516042_100827313	ADGRG7	29.7215	36.6714	66.3929	1	0.00106622779559215	0.000215208787172956	0.000640718291382556	SVs-30X
NA19434	chr3_100516042_100827313	ADGRG7	36.6128	35.0642	71.677	1	0.000218132310741193	0.000311587480846369	0.000264859895793781	SVs-30X
NA19705	chr3_100516042_100827313	ADGRG7	35.0601	35.2479	70.308	1	0.00031188177698341	0.00029868265284641	0.00030528221491491	SVs-30X
NA19836	chr3_100516042_100827313	ADGRG7	35.8491	37.9419	73.791	0.98	0.000260069845698	0.000160623838416839	0.00021034684205742	SVs-30X
NA19983	chr3_100516042_100827313	ADGRG7	29.4178	34.4787	63.8965	1	0.0011434574278683	0.000356557848075826	0.000750007637972064	SVs-30X
NA20355	chr3_100516042_100827313	ADGRG7	50.1563	26.1773	76.3336	0.96	9.64650513897802e-06	0.00241140412783265	0.00121052531648582	SVs-30X
NA20509	chr3_100516042_100827313	ADGRG7	38.3035	37.2975	75.601	0.94	0.000147791684784279	0.000186315934876139	0.000167053809830209	SVs-30X
NA24385	chr3_100516042_100827313	ADGRG7	36.0065	33.0021	69.0086	1	0.000250812975252046	0.000500944946696933	0.00037587896097449	SVs-30X
HG00096	chr10_74062556_74340401	ADK	38.998	35.7457	74.7437	0.96	0.000125950530188583	0.00026633607791311	0.000196143304050846	SVs-30X
HG00171	chr10_74062556_74340401	ADK	38.8749	39.6668	78.5417	1	0.000129571653214925	0.000107974201251401	0.000118772927233163	SVs-30X
HG00268	chr10_74062556_74340401	ADK	36.5145	33.9079	70.4224	0.99	0.000223125907588948	0.000406639909462568	0.000314882908525758	SVs-30X
HG00358	chr10_74062556_74340401	ADK	36.2427	35.3001	71.5428	0.98	0.000237536306907069	0.000295114127334502	0.000266325217120785	SVs-30X
HG00512	chr10_74062556_74340401	ADK	35.407	37.717	73.124	1	0.000287938673780798	0.000169160905027763	0.000228549789404281	SVs-30X
HG00513	chr10_74062556_74340401	ADK	39.123	39.814	78.937	0.99	0.000122377055647183	0.000104375843932355	0.000113376449789769	SVs-30X
HG00514	chr10_74062556_74340401	ADK	37.7169	37.0345	74.7514	1	0.00016916480014639	0.000197947490358961	0.000183556145252675	SVs-30X
HG00731	chr10_74062556_74340401	ADK	45.407	38.8749	84.2819	1	2.87938673780798e-05	0.000129571653214925	7.91827602965025e-05	SVs-30X
HG00732	chr10_74062556_74340401	ADK	51.4272	51.4272	102.8544	1	7.19912973459828e-06	7.19912973459828e-06	7.19912973459828e-06	SVs-30X
HG00864	chr10_74062556_74340401	ADK	35.805	38.1033	73.9083	0.99	0.000262724152646886	0.000154764019284527	0.000208744085965707	SVs-30X
HG01114	chr10_74062556_74340401	ADK	40.6362	41.2158	81.852	0.98	8.63733969194048e-05	7.55822819806162e-05	8.09778394500105e-05	SVs-30X
